"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","barrel"
"FF","2020-08-19",98.5,-1.07,5.52,"Jacob deGrom",657193,594798,"strikeout","swinging_strike",NA,NA,NA,NA,3,"Eddy Alvarez strikes out swinging.  ","R","L","R","MIA","NYM","S","2","null",1,2,2020,-0.4,1.5,0.42,3.1,NA,NA,NA,2,4,"Bot",NA,NA,NA,NA,467092,NA,"null",4.94188297418917,-143.436804489994,-4.681464570265,-6.02630328032769,32.7604964296255,-10.6365066385202,3.05,1.45,NA,NA,NA,100.1,2429,7.1,631327,594798,467092,624413,641645,605204,642708,642086,607043,624424,-1.07,"null","null","0.00","1","0","0","null",31,5,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"CH","2020-08-19",90.4,-1.14,5.59,"Jacob deGrom",657193,594798,"null","foul",NA,NA,NA,NA,13,"null","R","L","R","MIA","NYM","S","null","null",1,2,2020,-1.3,-0.2,-0.3,0.93,NA,NA,NA,2,4,"Bot",NA,NA,NA,NA,467092,NA,"null",4.91794614097442,-131.462390939023,-5.30498260110022,-15.9197926889755,29.3767766821934,-33.2983251765653,3.05,1.45,NA,NA,NA,91.5,1536,7.1,631327,594798,467092,624413,641645,605204,642708,642086,607043,624424,-1.14,"null","null","null","null","null","null","null",31,4,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"SL","2020-08-19",84.5,-1.54,5.43,"Trevor Bauer",641531,545333,"null","ball",NA,NA,NA,NA,14,"null","R","R","R","KC","CIN","B","null","null",1,2,2020,1,0,2.77,1.18,593160,NA,NA,1,4,"Bot",NA,NA,NA,NA,592200,NA,"null",8.10538130391828,-122.889109924583,-3.6754209943908,8.46257154005547,22.06086190005,-31.2789100250396,3.42,1.68,NA,NA,NA,84.8,3239,6.3,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.54,"null","null","null","null","null","null","null",31,4,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",NA
"SL","2020-08-19",84.7,-1.49,5.4,"Trevor Bauer",641531,545333,"null","blocked_ball",NA,NA,NA,NA,14,"null","R","R","R","KC","CIN","B","null","null",0,2,2020,1.1,-0.2,2.24,0.88,NA,593160,NA,1,4,"Bot",NA,NA,NA,NA,592200,NA,"null",6.569496203556,-123.23616251298,-3.78356499199935,9.61780451348038,24.289173451466,-33.775217868191,3.42,1.68,NA,NA,NA,84.9,2842,6.4,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.49,"null","null","null","null","null","null","null",31,3,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",NA
"CH","2020-08-19",92.6,-0.9,5.56,"Jacob deGrom",657193,594798,"null","ball",NA,NA,NA,NA,14,"null","R","L","R","MIA","NYM","B","null","null",0,2,2020,-1.5,0.1,0.58,-0.4,NA,NA,NA,2,4,"Bot",NA,NA,NA,NA,467092,NA,"null",7.08959762555811,-134.374108163983,-9.72531162512454,-19.3999996876855,31.9154973432115,-28.4388883448731,2.91,1.34,NA,NA,NA,93.2,1852,7,631327,594798,467092,624413,641645,605204,642708,642086,607043,624424,-0.9,"null","null","null","null","null","null","null",31,3,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"FF","2020-08-19",96,-1.17,5.6,"Trevor Bauer",641531,545333,"null","called_strike",NA,NA,NA,NA,14,"null","R","R","R","KC","CIN","S","null","null",0,1,2020,-0.7,1.7,0.93,2.1,NA,593160,NA,1,4,"Bot",NA,NA,NA,NA,592200,NA,"null",7.21997284287838,-139.469582908725,-7.43803436656077,-11.045388129378,29.6938802488031,-9.03072207039267,3.42,1.68,NA,NA,NA,96.4,2871,6.5,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.17,"null","null","null","null","null","null","null",31,2,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",NA
"CH","2020-08-19",90.6,-1.03,5.59,"Jacob deGrom",657193,594798,"null","called_strike",NA,NA,NA,NA,1,"null","R","L","R","MIA","NYM","S","null","null",0,1,2020,-1.4,0,-0.68,2.65,NA,NA,NA,2,4,"Bot",NA,NA,NA,NA,467092,NA,"null",3.83909351193306,-131.940594214391,-1.41460336641804,-16.5738601710157,29.4967638114141,-31.9811017038255,2.84,1.37,NA,NA,NA,91.7,1630,7,631327,594798,467092,624413,641645,605204,642708,642086,607043,624424,-1.03,"null","null","null","null","null","null","null",31,2,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"FC","2020-08-19",86.4,-1.44,5.5,"Trevor Bauer",641531,545333,"null","called_strike",NA,NA,NA,NA,14,"null","R","R","R","KC","CIN","S","null","null",0,0,2020,0.4,0,1.11,2.34,NA,593160,NA,1,4,"Bot",NA,NA,NA,NA,592200,NA,"null",5.36384228363352,-125.908691724922,-1.43113161657793,2.94481205039815,21.4630917874923,-32.0327191179829,3.34,1.61,NA,NA,NA,87.1,2927,6.3,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.44,"null","null","null","null","null","null","null",31,1,"Cutter",0,3,0,3,3,0,0,3,"Standard","Standard",NA
"CH","2020-08-19",90.5,-1.03,5.52,"Jacob deGrom",657193,594798,"null","swinging_strike",NA,NA,NA,NA,7,"null","R","L","R","MIA","NYM","S","null","null",0,0,2020,-1.4,-0.2,-0.77,1.45,NA,NA,NA,2,4,"Bot",NA,NA,NA,NA,467092,NA,"null",3.66886164938602,-131.765097529617,-3.88183132803496,-16.8426956779991,29.9803878838567,-33.4312770986385,3.05,1.45,NA,NA,NA,91.6,1802,7.1,631327,594798,467092,624413,641645,605204,642708,642086,607043,624424,-1.03,"null","null","null","null","null","null","null",31,1,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"FF","2020-08-19",99.1,-1.04,5.56,"Jacob deGrom",465041,594798,"strikeout","swinging_strike",NA,NA,NA,NA,12,"Francisco Cervelli strikes out swinging.  ","R","R","R","MIA","NYM","S","2","null",1,2,2020,-0.6,1,0.89,3.07,NA,NA,NA,1,4,"Bot",NA,NA,NA,NA,467092,NA,"null",6.80541433641686,-144.122905429366,-3.66917770704768,-10.3434322971545,36.7408478621585,-17.7995250337375,3.36,1.63,NA,NA,NA,99.8,2349,6.9,631327,594798,467092,624413,641645,605204,642708,642086,607043,624424,-1.04,"null","null","0.00","1","0","0","null",30,4,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"FC","2020-08-19",86.8,-1.48,5.52,"Trevor Bauer",670032,545333,"strikeout","swinging_strike",NA,NA,NA,NA,12,"Nicky Lopez strikes out swinging.  ","R","L","R","KC","CIN","S","2","null",2,2,2020,0.5,0,0.87,3.33,NA,593160,NA,0,4,"Bot",NA,NA,NA,NA,592200,NA,"null",4.5914510351316,-126.474562932265,0.883799816017597,4.80188219300951,21.7215734420115,-32.7234254487994,3.05,1.42,NA,NA,NA,87.5,3100,6.3,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.48,"null","null","0.00","1","0","0","null",30,6,"Cutter",0,3,0,3,3,0,0,3,"Standard","Strategic",NA
"FF","2020-08-19",98.5,-1.2,5.53,"Jacob deGrom",465041,594798,"null","swinging_strike",NA,NA,NA,NA,12,"null","R","R","R","MIA","NYM","S","null","null",1,1,2020,-0.7,1.2,0.84,2.77,NA,NA,NA,1,4,"Bot",NA,NA,NA,NA,467092,NA,"null",7.25915085321676,-143.086453659923,-4.81741800585025,-11.2395175449207,36.1629417477163,-14.8597976460075,3.36,1.63,NA,NA,NA,99.3,2376,7,631327,594798,467092,624413,641645,605204,642708,642086,607043,624424,-1.2,"null","null","null","null","null","null","null",30,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"FF","2020-08-19",96,-1.36,5.56,"Trevor Bauer",670032,545333,"null","foul",NA,NA,NA,NA,4,"null","R","L","R","KC","CIN","S","null","null",2,2,2020,-0.9,1.6,-0.66,2.07,NA,593160,NA,0,4,"Bot",NA,NA,NA,NA,592200,NA,"null",3.78749670968786,-139.616301835261,-7.1753986667011,-12.0273939431193,30.6941399454327,-10.3669565737227,3.05,1.42,212,76.6,55,96.2,2958,6.4,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.36,"null","null","null","null","null","null","null",30,5,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Strategic",0
"FF","2020-08-19",97.5,-1.16,5.5,"Jacob deGrom",465041,594798,"null","called_strike",NA,NA,NA,NA,8,"null","R","R","R","MIA","NYM","S","null","null",1,0,2020,-0.7,1.1,0.18,1.88,NA,NA,NA,1,4,"Bot",NA,NA,NA,NA,467092,NA,"null",5.28850642440206,-141.772275593332,-6.84303279658339,-10.7459130944282,35.4540022363226,-15.4388849769673,3.27,1.57,NA,NA,NA,98.3,2344,7,631327,594798,467092,624413,641645,605204,642708,642086,607043,624424,-1.16,"null","null","null","null","null","null","null",30,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"FF","2020-08-19",96,-1.24,5.45,"Trevor Bauer",670032,545333,"null","ball",NA,NA,NA,NA,14,"null","R","L","R","KC","CIN","B","null","null",1,2,2020,-0.8,1.7,1.27,1.42,NA,593160,NA,0,4,"Bot",NA,NA,NA,NA,592200,NA,"null",8.47230281949719,-139.304955175961,-8.85700222184865,-12.3884496512921,31.5325107781928,-8.47719412594586,3.05,1.34,NA,NA,NA,96.2,2939,6.6,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.24,"null","null","null","null","null","null","null",30,4,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Strategic",NA
"FF","2020-08-19",97.5,-1.24,5.44,"Jacob deGrom",465041,594798,"null","ball",NA,NA,NA,NA,14,"null","R","R","R","MIA","NYM","B","null","null",0,0,2020,-0.7,1.3,1.41,1.99,NA,NA,NA,1,4,"Bot",NA,NA,NA,NA,467092,NA,"null",8.76212213304663,-141.601351265347,-6.88614117116644,-10.9831098313988,34.2183715653837,-12.7299004111805,3.27,1.63,NA,NA,NA,98.4,2448,7,631327,594798,467092,624413,641645,605204,642708,642086,607043,624424,-1.24,"null","null","null","null","null","null","null",30,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"FF","2020-08-19",95.1,-1.46,5.5,"Trevor Bauer",670032,545333,"null","swinging_strike",NA,NA,NA,NA,3,"null","R","L","R","KC","CIN","S","null","null",1,1,2020,-0.8,1.8,0.36,3.05,NA,593160,NA,0,4,"Bot",NA,NA,NA,NA,592200,NA,"null",6.53029494987265,-138.281188847871,-4.80482121544283,-11.6529699804229,32.5658623876099,-8.0726585912806,3.05,1.42,NA,NA,NA,94.9,2937,6.3,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.46,"null","null","null","null","null","null","null",30,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",NA
"FF","2020-08-19",94,-1.38,5.54,"Trevor Bauer",670032,545333,"null","ball",NA,NA,NA,NA,12,"null","R","L","R","KC","CIN","B","null","null",0,1,2020,-0.9,1.4,1.62,2.67,NA,NA,593160,0,4,"Bot",NA,NA,NA,NA,592200,NA,"null",9.72427834691432,-136.614449197538,-4.81171895704938,-13.0208964059795,27.7281311035022,-14.0737404055172,3.05,1.42,NA,NA,NA,94.4,2835,6.4,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.38,"null","null","null","null","null","null","null",30,2,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",NA
"SL","2020-08-19",91.3,-1.21,5.67,"Jacob deGrom",605119,594798,"field_out","hit_into_play",NA,NA,NA,NA,9,"Brian Anderson grounds out, second baseman Luis Guillorme to first baseman Pete Alonso.  ","R","R","R","MIA","NYM","X","4","ground_ball",1,0,2020,0.1,0.1,0.41,1.73,NA,NA,NA,0,4,"Bot",129.93,148.6,NA,NA,467092,NA,"null",3.986478409267,-132.959109440833,-4.29729319646493,0.00215682658809439,27.9114938834771,-30.3008910607205,3.44,1.6,49,91.4,1,92.5,2652,6.9,631327,594798,467092,624413,641645,605204,642708,642086,607043,624424,-1.21,"0.329","0.296","0.00","1","0","0","2",29,2,"Slider",0,1,0,1,1,0,0,1,"Standard","Standard",0
"SL","2020-08-19",91.4,-1.28,5.66,"Jacob deGrom",605119,594798,"null","ball",NA,NA,NA,NA,12,"null","R","R","R","MIA","NYM","B","null","null",0,0,2020,0.2,0.5,1.3,2.65,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,467092,NA,"null",6.03887263007054,-133.032371548674,-2.72125573310759,1.55004248225242,28.4573882127852,-26.3471821034751,3.2,1.47,NA,NA,NA,92.5,2576,6.9,631327,594798,467092,624413,641645,605204,642708,642086,607043,624424,-1.28,"null","null","null","null","null","null","null",29,1,"Slider",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"FC","2020-08-19",85.2,-1.62,5.6,"Trevor Bauer",670032,545333,"null","foul",NA,NA,NA,NA,5,"null","R","L","R","KC","CIN","S","null","null",0,0,2020,0.4,-0.1,0.1,2.18,NA,NA,593160,0,4,"Bot",NA,NA,NA,NA,592200,NA,"null",3.28387188407027,-124.185986892984,-1.54207148164025,3.34008681338699,22.9539089078449,-33.3824575728381,3.34,1.55,212,77.2,53,85.6,2975,6.3,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.62,"null","null","null","null","null","null","null",30,1,"Cutter",0,3,0,3,3,0,0,3,"Standard","Standard",0
"FC","2020-08-19",85.4,-1.45,5.55,"Trevor Bauer",593160,545333,"walk","ball",NA,NA,NA,NA,11,"Whit Merrifield walks.  ","R","R","R","KC","CIN","B","null","null",3,2,2020,0.4,-0.3,-0.41,3.84,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,592200,NA,"null",1.66223669882039,-124.485659599377,2.7848740591121,3.8086460265728,21.7328046471679,-36.0575878305201,3.34,1.55,NA,NA,NA,85.9,2924,6.2,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.45,"null","null","0.70","1","0","0","null",29,6,"Cutter",0,3,0,3,3,0,0,3,"Standard","Standard",NA
"FF","2020-08-19",93.6,-1.41,5.52,"Trevor Bauer",593160,545333,"null","foul",NA,NA,NA,NA,11,"null","R","R","R","KC","CIN","S","null","null",3,1,2020,-0.9,1.6,-0.18,3.57,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,592200,NA,"null",5.16652029907954,-136.287385031765,-2.87342794024674,-12.3018512018385,29.4240126205432,-11.6928457019383,3.34,1.55,145,78.7,77,93.8,2874,6.3,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.41,"null","null","null","null","null","null","null",29,5,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",0
"FF","2020-08-19",94.2,-1.32,5.63,"Trevor Bauer",593160,545333,"null","ball",NA,NA,NA,NA,9,"null","R","R","R","KC","CIN","B","null","null",2,1,2020,-0.5,1.7,0.62,1.54,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,592200,NA,"null",6.18925690559657,-136.92373667547,-8.72063322605081,-7.72324181156569,27.9685887954547,-9.27421642976913,3.34,1.54,NA,NA,NA,94.8,2648,6.5,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.32,"null","null","null","null","null","null","null",29,4,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",NA
"SL","2020-08-19",79.6,-1.66,5.43,"Trevor Bauer",593160,545333,"null","ball",NA,NA,NA,NA,12,"null","R","R","R","KC","CIN","B","null","null",1,1,2020,1.5,-0.4,0.01,3.58,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,592200,NA,"null",0.87545021795144,-115.925461352846,3.46329431528746,13.3157166654538,20.810623916715,-36.8471561920736,3.34,1.55,NA,NA,NA,79.7,2902,6.3,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.66,"null","null","null","null","null","null","null",29,3,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",NA
"SL","2020-08-19",79.4,-1.6,5.5,"Trevor Bauer",593160,545333,"null","ball",NA,NA,NA,NA,11,"null","R","R","R","KC","CIN","B","null","null",0,1,2020,1.5,-0.2,-0.08,4.01,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,592200,NA,"null",0.491134954302156,-115.621653829096,3.89865936338521,13.618941508366,20.8739348325623,-35.0888044554773,3.34,1.55,NA,NA,NA,79.6,2817,6.3,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.6,"null","null","null","null","null","null","null",29,2,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",NA
"FC","2020-08-19",83.8,-1.5,5.54,"Trevor Bauer",593160,545333,"null","called_strike",NA,NA,NA,NA,5,"null","R","R","R","KC","CIN","S","null","null",0,0,2020,0.5,-0.1,0.25,2.58,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,592200,NA,"null",2.98270722478826,-122.261794206867,-0.430827280563784,4.93203822013924,19.9670608095537,-32.9481764264974,3.34,1.59,NA,NA,NA,84.6,2891,6.3,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.5,"null","null","null","null","null","null","null",29,1,"Cutter",0,3,0,3,3,0,0,3,"Standard","Standard",NA
"CH","2020-08-19",89.9,-0.92,5.51,"Jacob deGrom",459964,594798,"field_out","hit_into_play",NA,NA,NA,NA,1,"Matt Joyce grounds out, second baseman Luis Guillorme to first baseman Pete Alonso.  ","R","L","R","MIA","NYM","X","4","ground_ball",2,2,2020,-1.3,0,-0.5,2.72,NA,NA,572816,2,3,"Bot",160.98,138.93,NA,NA,467092,NA,"null",3.85770832384515,-130.93628297634,-0.953752299574668,-15.7378551253781,27.8816884188342,-32.2312681224731,3.09,1.54,82,82.4,5,91.3,1787,7.1,631327,594798,467092,624413,641645,605204,642708,642086,607043,624424,-0.92,"0.336","0.302","0.00","1","0","0","2",25,5,"Changeup",0,1,0,1,1,0,0,1,"Infield shift","Standard",0
"CH","2020-08-19",88.5,-0.99,5.59,"Jacob deGrom",459964,594798,"null","ball",NA,NA,NA,NA,11,"null","R","L","R","MIA","NYM","B","null","null",1,2,2020,-1.2,0.2,-0.47,3.65,NA,NA,572816,2,3,"Bot",NA,NA,NA,NA,467092,NA,"null",3.90132145058991,-128.874901041358,0.981078705412753,-14.5475498746626,26.8972903742421,-30.6061202622478,2.93,1.49,NA,NA,NA,89.9,1776,7.1,631327,594798,467092,624413,641645,605204,642708,642086,607043,624424,-0.99,"null","null","null","null","null","null","null",25,4,"Changeup",0,1,0,1,1,0,0,1,"Infield shift","Standard",NA
"CH","2020-08-19",90.9,-0.97,5.5,"Jacob deGrom",459964,594798,"null","blocked_ball",NA,NA,NA,NA,14,"null","R","L","R","MIA","NYM","B","null","null",0,2,2020,-1.4,0.1,0.86,0.22,NA,NA,572816,2,3,"Bot",NA,NA,NA,NA,467092,NA,"null",7.59774300640412,-131.973102550987,-7.68676073525352,-17.4452264545151,28.7445042995002,-29.0542272113431,3.02,1.54,NA,NA,NA,92.2,1806,7.2,631327,594798,467092,624413,641645,605204,642708,642086,607043,624424,-0.97,"null","null","null","null","null","null","null",25,3,"Changeup",0,1,0,1,1,0,0,1,"Infield shift","Standard",NA
"CH","2020-08-19",91.6,-0.98,5.58,"Jacob deGrom",459964,594798,"null","called_strike",NA,NA,NA,NA,2,"null","R","L","R","MIA","NYM","S","null","null",0,1,2020,-1.3,0.1,-0.27,2.78,NA,NA,572816,2,3,"Bot",NA,NA,NA,NA,467092,NA,"null",4.60407381205751,-133.319148262193,-1.39637480588158,-16.0705281692209,29.2787338450839,-31.0969695613561,2.92,1.48,NA,NA,NA,92.8,1605,7,631327,594798,467092,624413,641645,605204,642708,642086,607043,624424,-0.98,"null","null","null","null","null","null","null",25,2,"Changeup",0,1,0,1,1,0,0,1,"Infield shift","Standard",NA
"FF","2020-08-19",93.8,-1.55,5.49,"Trevor Bauer",650619,545333,"strikeout","swinging_strike",NA,NA,NA,NA,11,"Meibrys Viloria strikes out swinging.  ","R","L","R","KC","CIN","S","2","null",2,2,2020,-0.9,1.7,-0.54,3.97,NA,NA,NA,2,3,"Bot",NA,NA,NA,NA,592200,NA,"null",4.65728636231753,-136.562557954782,-2.08683127971777,-12.638426305296,29.7389868184902,-10.051208671049,3.32,1.51,NA,NA,NA,94.1,2890,6.4,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.55,"null","null","0.00","1","0","0","null",24,5,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shift","Standard",NA
"CH","2020-08-19",90.6,-1.11,5.56,"Jacob deGrom",459964,594798,"null","foul",NA,NA,NA,NA,1,"null","R","L","R","MIA","NYM","S","null","null",0,0,2020,-1.2,0.1,-0.81,2.93,NA,NA,572816,2,3,"Bot",NA,NA,NA,NA,467092,NA,"null",3.37916164881594,-131.902666564505,-0.862959476248877,-14.8694701523742,28.1494932532997,-30.9507639504011,3.09,1.54,8,55.9,-27,91.6,1701,6.9,631327,594798,467092,624413,641645,605204,642708,642086,607043,624424,-1.11,"null","null","null","null","null","null","null",25,1,"Changeup",0,1,0,1,1,0,0,1,"Infield shift","Standard",0
"KC","2020-08-19",81.3,-1.42,5.74,"Trevor Bauer",650619,545333,"null","ball",NA,NA,NA,NA,14,"null","R","L","R","KC","CIN","B","null","null",1,2,2020,0.8,-1.6,0.33,1.15,NA,NA,NA,2,3,"Bot",NA,NA,NA,NA,592200,NA,"null",2.30282077231879,-118.298848478792,-0.537494847783489,7.24163423109756,25.6212598449276,-47.1749857726873,3.13,1.34,NA,NA,NA,80.6,1521,6.1,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.42,"null","null","null","null","null","null","null",24,4,"Knuckle Curve",0,3,0,3,3,0,0,3,"Infield shift","Standard",NA
"CH","2020-08-19",91,-0.99,5.54,"Jacob deGrom",572816,594798,"force_out","hit_into_play",NA,NA,NA,NA,7,"Corey Dickerson grounds into a force out, third baseman J.  D. Davis to second baseman Luis Guillorme.   Jesus Aguilar out at 2nd.    Corey Dickerson to 1st.  ","R","L","R","MIA","NYM","X","5","ground_ball",0,0,2020,-1.2,-0.1,-0.45,1.8,NA,NA,542583,1,3,"Bot",106.25,146.72,NA,NA,467092,NA,"null",3.96451786007105,-132.56375833004,-3.23757579997929,-14.7999984016216,28.3230147809268,-33.3367970027051,3.38,1.55,5,82,-20,92.5,1610,7.2,631327,594798,467092,624413,641645,605204,642708,642086,607043,624424,-0.99,"0.057","0.051","0.00","1","0","0","2",24,1,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",0
"FF","2020-08-19",93.5,-1.51,5.53,"Trevor Bauer",650619,545333,"null","called_strike",NA,NA,NA,NA,8,"null","R","L","R","KC","CIN","S","null","null",1,1,2020,-1,1.6,0.25,1.61,NA,NA,NA,2,3,"Bot",NA,NA,NA,NA,592200,NA,"null",6.66587693897739,-135.958755224096,-7.81421283607857,-13.4142370801366,28.0533070785947,-11.3522848828106,3.32,1.51,NA,NA,NA,93.8,2493,6.4,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.51,"null","null","null","null","null","null","null",24,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shift","Standard",NA
"FF","2020-08-19",92.6,-1.56,5.56,"Trevor Bauer",650619,545333,"null","swinging_strike",NA,NA,NA,NA,1,"null","R","L","R","KC","CIN","S","null","null",1,0,2020,-0.9,1.7,-0.31,2.79,NA,NA,NA,2,3,"Bot",NA,NA,NA,NA,592200,NA,"null",5.19019417980528,-134.776775178649,-5.03863637363544,-12.1963861065809,28.4239934077134,-10.3095815033043,3.32,1.51,NA,NA,NA,92.8,2797,6.3,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.56,"null","null","null","null","null","null","null",24,2,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shift","Standard",NA
"FF","2020-08-19",99.5,-1.17,5.56,"Jacob deGrom",542583,594798,"single","hit_into_play_no_out",NA,NA,NA,NA,12,"Jesus Aguilar singles on a line drive to right fielder Michael Conforto.  ","R","R","R","MIA","NYM","X","9","line_drive",1,2,2020,-0.4,1.5,0.93,3.1,NA,NA,NA,1,3,"Bot",195.82,115.56,NA,NA,467092,NA,"null",6.75155488882704,-144.668714899914,-4.99051451872484,-7.13903348545975,35.8647121246997,-9.48962753222825,3.49,1.6,189,97.5,8,100.4,2521,7,631327,594798,467092,624413,641645,605204,642708,642086,607043,624424,-1.17,"0.593","0.534","0.90","1","1","0","4",23,4,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"SL","2020-08-19",91.6,-1.11,5.65,"Jacob deGrom",542583,594798,"null","swinging_strike",NA,NA,NA,NA,14,"null","R","R","R","MIA","NYM","S","null","null",1,1,2020,0.5,0.3,0.64,1.15,NA,NA,NA,1,3,"Bot",NA,NA,NA,NA,467092,NA,"null",3.29317380591385,-133.279890900473,-6.23258704939115,5.74028256918895,28.4735716394888,-27.4503933559969,3.49,1.6,NA,NA,NA,92.7,2729,6.9,631327,594798,467092,624413,641645,605204,642708,642086,607043,624424,-1.11,"null","null","null","null","null","null","null",23,3,"Slider",0,1,0,1,1,0,0,1,"Standard","Standard",NA
"FF","2020-08-19",92.6,-1.61,5.51,"Trevor Bauer",650619,545333,"null","ball",NA,NA,NA,NA,11,"null","R","L","R","KC","CIN","B","null","null",0,0,2020,-0.9,1.8,-1.17,3.08,NA,NA,NA,2,3,"Bot",NA,NA,NA,NA,592200,NA,"null",3.03282864416372,-134.760704508484,-4.26622624982515,-11.390243723149,28.7923516144419,-9.8257168532583,3.29,1.56,NA,NA,NA,92.7,2756,6.3,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.61,"null","null","null","null","null","null","null",24,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shift","Standard",NA
"FF","2020-08-19",93.9,-1.48,5.66,"Trevor Bauer",609275,545333,"strikeout","foul_tip",NA,NA,NA,NA,11,"Adalberto Mondesi strikes out on a foul tip.  ","R","L","R","KC","CIN","S","2","null",2,2,2020,-0.8,1.7,-0.97,2.77,NA,NA,NA,1,3,"Bot",NA,NA,NA,NA,592200,NA,"null",3.02349985374147,-136.663930147807,-5.61107242424585,-10.2707845876165,30.5704021856279,-9.29497224913754,3.45,1.58,NA,NA,NA,93.9,2837,6.3,631422,545333,592200,458015,519058,553993,520471,673451,608671,592206,-1.48,"null","null","0.00","1","0","0","null",23,5,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shift","Standard",NA
