"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","barrel"
"CU","2020-09-04",73.6,-1.36,5.88,"Yu Darvish",657557,506433,"null","foul",NA,NA,NA,NA,3,"null","R","R","R","CHC","STL","S","null","null",1,1,2020,1.1,-0.9,0.29,2.94,NA,NA,NA,1,2,"Top",NA,NA,NA,NA,605170,NA,"null",1.44842908622609,-107.143747364055,2.90354592917747,8.2172665552552,19.0507435815227,-39.7105221606718,3.34,1.52,160,67.6,63,73.8,2477,6.5,631644,506433,605170,519203,543401,592178,595879,656941,457727,518792,-1.36,"null","null","null","null","null","null","null",12,3,"Curveball",2,0,0,2,0,2,0,2,"Infield shift","Strategic",0
"FC","2020-09-04",85.6,-1.82,5.94,"Yu Darvish",657557,506433,"null","called_strike",NA,NA,NA,NA,5,"null","R","R","R","CHC","STL","S","null","null",1,0,2020,0.7,0,0.07,2.27,NA,NA,NA,1,2,"Top",NA,NA,NA,NA,605170,NA,"null",3.06523743916486,-124.817875197728,-2.41696121787493,6.79172221546492,21.7707050686212,-32.3877032866443,3.34,1.51,NA,NA,NA,86.1,2710,6.2,631644,506433,605170,519203,543401,592178,595879,656941,457727,518792,-1.82,"null","null","null","null","null","null","null",12,2,"Cutter",2,0,0,2,0,2,0,2,"Infield shift","Strategic",NA
"CU","2020-09-04",73.5,-1.52,5.98,"Yu Darvish",657557,506433,"null","ball",NA,NA,NA,NA,11,"null","R","R","R","CHC","STL","B","null","null",0,0,2020,0.8,-1.2,-1.23,3.61,NA,NA,NA,1,2,"Top",NA,NA,NA,NA,605170,NA,"null",-0.867050488606529,-106.90907453023,4.62665771930871,6.61909424266696,19.1925265099113,-42.3833426266339,3.26,1.5,NA,NA,NA,73.4,2584,6.4,631644,506433,605170,519203,543401,592178,595879,656941,457727,518792,-1.52,"null","null","null","null","null","null","null",12,1,"Curveball",2,0,0,2,0,2,0,2,"Infield shift","Standard",NA
"FS","2020-09-04",89.1,-1.55,6.16,"Yu Darvish",543543,506433,"field_out","hit_into_play",NA,NA,NA,NA,5,"Brad Miller grounds out, shortstop Javier Baez to first baseman Anthony Rizzo.  ","R","L","R","CHC","STL","X","6","ground_ball",0,2,2020,-1.1,1,0.22,2.37,NA,NA,NA,0,2,"Top",146.22,135.05,NA,NA,605170,NA,"null",6.57774454996274,-129.571787750797,-5.41860753155167,-13.3663130698376,25.8663179323104,-19.9002238784392,3.39,1.6,7,94.1,-25,89.4,1721,6.4,631644,506433,605170,519203,543401,592178,595879,656941,457727,518792,-1.55,"0.100","0.090","0.00","1","0","0","2",11,3,"Split-Finger",2,0,0,2,0,2,0,2,"Infield shift","Standard",0
"FS","2020-09-04",88.2,-1.49,6.12,"Yu Darvish",543543,506433,"null","swinging_strike",NA,NA,NA,NA,7,"null","R","L","R","CHC","STL","S","null","null",0,1,2020,-1.2,0.9,-0.72,1.48,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,605170,NA,"null",4.26273887238402,-128.326131014349,-7.14897353095833,-13.6267148006746,26.1653974890247,-20.4931381107277,3.39,1.6,NA,NA,NA,88.2,1765,6.3,631644,506433,605170,519203,543401,592178,595879,656941,457727,518792,-1.49,"null","null","null","null","null","null","null",11,2,"Split-Finger",2,0,0,2,0,2,0,2,"Infield shift","Standard",NA
"SL","2020-09-04",79.9,-2,5.84,"Yu Darvish",543543,506433,"null","called_strike",NA,NA,NA,NA,8,"null","R","L","R","CHC","STL","S","null","null",0,0,2020,1.3,-0.2,-0.07,2.04,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,605170,NA,"null",1.84975573515078,-116.425587429585,-1.19128835118555,11.2501252493905,23.2493259949323,-34.2068936320955,3.55,1.64,NA,NA,NA,79.8,2642,6.3,631644,506433,605170,519203,543401,592178,595879,656941,457727,518792,-2,"null","null","null","null","null","null","null",11,1,"Slider",2,0,0,2,0,2,0,2,"Infield shift","Standard",NA
"SL","2020-09-04",83.1,-1.68,5.46,"Trevor Bauer",546990,545333,"field_out","hit_into_play",NA,NA,NA,NA,14,"Anthony Alford grounds out softly to pitcher Trevor Bauer.  ","R","R","R","CIN","PIT","X","1","ground_ball",0,1,2020,1.2,0.3,1.19,1.58,663647,NA,NA,2,2,"Top",138.39,177.8,NA,NA,571466,NA,"null",4.17794811686653,-121.024563108907,-2.91678995372367,11.1743293124527,24.0716786326983,-29.2981272389169,3.41,1.56,4,55.3,-48,83.2,2809,6.4,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.68,"0.186","0.167","0.00","1","0","0","1",13,2,"Slider",2,0,0,2,0,2,0,2,"Standard","Standard",0
"FF","2020-09-04",94.4,-1.49,5.62,"Trevor Bauer",546990,545333,"null","called_strike",NA,NA,NA,NA,8,"null","R","R","R","CIN","PIT","S","null","null",0,0,2020,-1,1.8,0.16,2.14,663647,NA,NA,2,2,"Top",NA,NA,NA,NA,571466,NA,"null",6.48236181708006,-137.173342962774,-7.31192627182547,-13.7705375562509,31.6691398564458,-8.27030875614496,3.44,1.56,NA,NA,NA,94.5,2821,6.5,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.49,"null","null","null","null","null","null","null",13,1,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",NA
"FC","2020-09-04",84.7,-1.47,5.69,"Trevor Bauer",663647,545333,"triple","hit_into_play_no_out",NA,NA,NA,NA,3,"Ke'Bryan Hayes triples (1) on a line drive to center fielder Brian Goodwin.  ","R","R","R","CIN","PIT","X","8","line_drive",3,2,2020,0.6,-0.3,0.41,2.99,NA,NA,NA,2,2,"Top",165.34,46.52,NA,NA,571466,NA,"null",3.17536876896799,-123.54780057879,0.48091842711561,5.84925605625565,20.5834319018122,-35.4143387724244,3.3,1.5,372,98.5,23,85.7,2965,6.4,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.47,"0.429","0.542","1.60","1","1","2","5",12,7,"Cutter",2,0,0,2,0,2,0,2,"Standard","Standard",0
"SI","2020-09-04",93.7,-1.52,5.51,"Trevor Bauer",663647,545333,"null","foul",NA,NA,NA,NA,9,"null","R","R","R","CIN","PIT","S","null","null",3,2,2020,-1.3,1.3,0.61,1.74,NA,NA,NA,2,2,"Top",NA,NA,NA,NA,571466,NA,"null",8.27480592983888,-136.045957768995,-6.8492941564639,-17.497871285931,29.3646921584266,-14.7695379801368,3.3,1.5,NA,NA,NA,93.8,2662,6.4,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.52,"null","null","null","null","null","null","null",12,6,"Sinker",2,0,0,2,0,2,0,2,"Standard","Standard",NA
"SL","2020-09-04",82.9,-1.61,5.47,"Trevor Bauer",663647,545333,"null","ball",NA,NA,NA,NA,14,"null","R","R","R","CIN","PIT","B","null","null",2,2,2020,1.3,-0.1,2.21,-0.49,NA,NA,NA,2,2,"Top",NA,NA,NA,NA,571466,NA,"null",6.14844253560129,-120.489078199133,-6.87215746349988,11.510867265327,25.9838977419048,-31.7751261913526,3.09,1.5,NA,NA,NA,82.6,2906,6.4,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.61,"null","null","null","null","null","null","null",12,5,"Slider",2,0,0,2,0,2,0,2,"Standard","Standard",NA
"FF","2020-09-04",92.6,-1.39,5.7,"Trevor Bauer",663647,545333,"null","foul_tip",NA,NA,NA,NA,3,"null","R","R","R","CIN","PIT","S","null","null",2,1,2020,-0.8,1.7,0.28,3.15,NA,NA,NA,2,2,"Top",NA,NA,NA,NA,571466,NA,"null",5.95551050156838,-134.657265100619,-4.39112466275768,-10.7274091064189,32.0265032375058,-10.7067469158994,3.3,1.5,NA,NA,NA,92.6,2795,6.5,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.39,"null","null","null","null","null","null","null",12,4,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",NA
"FF","2020-09-04",92.7,-1.43,5.65,"Trevor Bauer",663647,545333,"null","called_strike",NA,NA,NA,NA,9,"null","R","R","R","CIN","PIT","S","null","null",2,0,2020,-0.9,1.8,0.59,1.71,NA,NA,NA,2,2,"Top",NA,NA,NA,NA,571466,NA,"null",7.19957565430296,-134.620532485531,-8.05570438021189,-12.9216020276401,30.5158919797232,-9.27299114405646,3.15,1.5,NA,NA,NA,92.6,2780,6.5,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.43,"null","null","null","null","null","null","null",12,3,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",NA
"FC","2020-09-04",84.4,-1.45,5.66,"Trevor Bauer",663647,545333,"null","ball",NA,NA,NA,NA,14,"null","R","R","R","CIN","PIT","B","null","null",1,0,2020,0.4,-0.4,0.88,1.52,NA,NA,NA,2,2,"Top",NA,NA,NA,NA,571466,NA,"null",4.56444340228126,-123.025423110538,-2.57863517261992,3.67888528205012,22.1563932843377,-35.9068862150244,3.05,1.5,NA,NA,NA,84.9,2947,6.3,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.45,"null","null","null","null","null","null","null",12,2,"Cutter",2,0,0,2,0,2,0,2,"Standard","Standard",NA
"FC","2020-09-04",84.1,-1.47,5.67,"Trevor Bauer",663647,545333,"null","ball",NA,NA,NA,NA,9,"null","R","R","R","CIN","PIT","B","null","null",0,0,2020,0.5,-0.4,0.82,1.81,NA,NA,NA,2,2,"Top",NA,NA,NA,NA,571466,NA,"null",4.39734228849129,-122.534382956369,-1.89135618018076,3.94382334466135,21.2655195482616,-35.9122930411431,3.12,1.5,NA,NA,NA,84.7,2953,6.3,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.47,"null","null","null","null","null","null","null",12,1,"Cutter",2,0,0,2,0,2,0,2,"Standard","Standard",NA
"FF","2020-09-04",93.4,-1.41,5.74,"Trevor Bauer",605137,545333,"strikeout","swinging_strike",NA,NA,NA,NA,4,"Josh Bell strikes out swinging.  ","R","L","R","CIN","PIT","S","2","null",3,2,2020,-0.8,1.8,-0.77,2.56,NA,NA,NA,1,2,"Top",NA,NA,NA,NA,571466,NA,"null",3.44840141170298,-135.878428233603,-6.38296018614402,-10.7924646207491,29.5653073776578,-8.88325500622131,3.73,1.77,NA,NA,NA,93.8,2902,6.5,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.41,"null","null","0.00","1","0","0","null",11,6,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Infield shift","Standard",NA
"FF","2020-09-04",93.4,-1.51,5.63,"Trevor Bauer",605137,545333,"null","ball",NA,NA,NA,NA,11,"null","R","L","R","CIN","PIT","B","null","null",2,2,2020,-1,1.8,-1.5,5.37,NA,NA,NA,1,2,"Top",NA,NA,NA,NA,571466,NA,"null",2.17095203249768,-135.978152166032,1.24440373244829,-12.4812119524342,31.3122567934352,-11.0453279737402,3.62,1.77,NA,NA,NA,93.4,2873,6.4,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.51,"null","null","null","null","null","null","null",11,5,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Infield shift","Standard",NA
"SI","2020-09-04",92.8,-1.56,5.55,"Trevor Bauer",605137,545333,"null","foul",NA,NA,NA,NA,11,"null","R","L","R","CIN","PIT","S","null","null",2,1,2020,-1.1,1.6,-0.5,4.02,NA,NA,NA,1,2,"Top",NA,NA,NA,NA,571466,NA,"null",5.09417236620014,-135.096289327148,-1.52370313270304,-14.280594658976,29.8947397824415,-13.0404052686755,3.73,1.77,355,100,43,93,2835,6.4,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.56,"null","null","null","null","null","null","null",11,4,"Sinker",2,0,0,2,0,2,0,2,"Infield shift","Standard",1
"KC","2020-09-04",79.6,-1.36,5.95,"Trevor Bauer",605137,545333,"null","ball",NA,NA,NA,NA,14,"null","R","L","R","CIN","PIT","B","null","null",1,1,2020,0.8,-1.7,0.03,0.88,NA,NA,NA,1,2,"Top",NA,NA,NA,NA,571466,NA,"null",1.50378761818007,-115.854046988339,-0.9802920744195,6.95847618038978,26.3651656642171,-47.5164380234711,3.54,1.77,NA,NA,NA,78.8,3174,6.2,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.36,"null","null","null","null","null","null","null",11,3,"Knuckle Curve",2,0,0,2,0,2,0,2,"Infield shift","Standard",NA
"KC","2020-09-04",78.9,-1.37,5.85,"Trevor Bauer",605137,545333,"null","ball",NA,NA,NA,NA,13,"null","R","L","R","CIN","PIT","B","null","null",0,1,2020,0.7,-1.8,-0.05,0.44,NA,NA,NA,1,2,"Top",NA,NA,NA,NA,571466,NA,"null",1.59846843359602,-114.719507519982,-1.44431077165969,5.57264952620368,25.5934831457384,-47.8158874598948,3.66,1.77,NA,NA,NA,78.2,3154,6.3,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.37,"null","null","null","null","null","null","null",11,2,"Knuckle Curve",2,0,0,2,0,2,0,2,"Infield shift","Standard",NA
"SI","2020-09-04",93.1,-1.41,5.6,"Trevor Bauer",605137,545333,"null","foul",NA,NA,NA,NA,5,"null","R","L","R","CIN","PIT","S","null","null",0,0,2020,-1,1.8,-0.17,2.93,NA,NA,NA,1,2,"Top",NA,NA,NA,NA,571466,NA,"null",5.51186291766166,-135.310416281856,-4.93258842021105,-14.1356738141468,34.5409165123942,-9.4284854096035,3.73,1.77,135,80.4,76,92.6,2898,6.5,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.41,"null","null","null","null","null","null","null",11,1,"Sinker",2,0,0,2,0,2,0,2,"Infield shift","Standard",0
"FF","2020-09-04",92.7,-1.47,5.63,"Trevor Bauer",570256,545333,"strikeout","foul_tip",NA,NA,NA,NA,7,"Gregory Polanco strikes out on a foul tip.  ","R","L","R","CIN","PIT","S","2","null",3,2,2020,-0.9,1.6,-0.36,2.18,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,571466,NA,"null",4.71968039874227,-134.777863951333,-6.56700577139057,-11.5621926245888,31.4909596029912,-11.0719623667239,3.73,1.82,NA,NA,NA,92.8,2772,6.5,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.47,"null","null","0.00","1","0","0","null",10,7,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Infield shift","Standard",NA
"FF","2020-09-04",93.4,-1.48,5.71,"Trevor Bauer",570256,545333,"null","ball",NA,NA,NA,NA,11,"null","R","L","R","CIN","PIT","B","null","null",2,2,2020,-0.8,1.6,-1.35,3.41,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,571466,NA,"null",2.19812206733892,-136.030439153205,-3.59958290031769,-10.9582197855222,31.4841387385776,-12.3114090794905,3.7,1.82,NA,NA,NA,93.4,2751,6.4,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.48,"null","null","null","null","null","null","null",10,6,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Infield shift","Standard",NA
"KC","2020-09-04",80.3,-1.32,5.93,"Trevor Bauer",570256,545333,"null","ball",NA,NA,NA,NA,14,"null","R","L","R","CIN","PIT","B","null","null",1,2,2020,1.1,-1.7,1.32,0.58,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,571466,NA,"null",3.8230094017019,-116.790803985995,-1.80278103560647,8.55072260262578,28.0043049099548,-46.906240081972,3.65,1.82,NA,NA,NA,79.2,3348,6.2,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.32,"null","null","null","null","null","null","null",10,5,"Knuckle Curve",2,0,0,2,0,2,0,2,"Infield shift","Standard",NA
"KC","2020-09-04",80,-1.31,5.98,"Trevor Bauer",570256,545333,"null","foul",NA,NA,NA,NA,13,"null","R","L","R","CIN","PIT","S","null","null",1,2,2020,0.9,-1.6,-0.25,1.5,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,571466,NA,"null",0.652442270912102,-116.42407104798,-0.0338615647661304,7.83807049947125,26.1459312981591,-46.5830980371739,3.73,1.82,NA,NA,NA,79.4,3101,6.3,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.31,"null","null","null","null","null","null","null",10,4,"Knuckle Curve",2,0,0,2,0,2,0,2,"Infield shift","Standard",NA
"SI","2020-09-04",91.9,-1.51,5.63,"Trevor Bauer",570256,545333,"null","foul",NA,NA,NA,NA,3,"null","R","L","R","CIN","PIT","S","null","null",1,1,2020,-1.1,1.7,0.55,3.63,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,571466,NA,"null",7.63267054302948,-133.519581914117,-2.88346281643097,-15.0100594081553,32.9141393298077,-11.1052029035281,3.73,1.82,274,94.1,54,91.3,2857,6.4,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.51,"null","null","null","null","null","null","null",10,3,"Sinker",2,0,0,2,0,2,0,2,"Infield shift","Standard",0
"SI","2020-09-04",91.3,-1.56,5.64,"Trevor Bauer",570256,545333,"null","foul",NA,NA,NA,NA,2,"null","R","L","R","CIN","PIT","S","null","null",1,0,2020,-1.1,1.7,-0.07,3.46,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,571466,NA,"null",6.16266844917036,-132.777816330069,-3.22004282255967,-14.4956534658579,32.2541702079909,-11.6118274537888,3.73,1.82,NA,NA,NA,91.1,2881,6.5,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.56,"null","null","null","null","null","null","null",10,2,"Sinker",2,0,0,2,0,2,0,2,"Infield shift","Standard",NA
"FF","2020-09-04",91.5,-1.69,5.66,"Trevor Bauer",570256,545333,"null","ball",NA,NA,NA,NA,11,"null","R","L","R","CIN","PIT","B","null","null",0,0,2020,-1,1.6,-1.05,4.59,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,571466,NA,"null",3.77757575493494,-133.095026600518,-0.110656201721193,-12.7955754197628,32.5484660214194,-14.0539869782094,3.75,1.82,NA,NA,NA,91,2819,6.3,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.69,"null","null","null","null","null","null","null",10,1,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Infield shift","Standard",NA
"FC","2020-09-04",87.7,-1.71,5.79,"Yu Darvish",502671,506433,"field_out","hit_into_play",NA,NA,NA,NA,8,"Paul Goldschmidt grounds out, second baseman Jason Kipnis to first baseman Anthony Rizzo.  ","R","R","R","CHC","STL","X","4","ground_ball",3,2,2020,0.4,0,0.17,2.06,NA,NA,NA,2,1,"Top",127.38,126.27,NA,NA,605170,NA,"null",3.69693025775848,-127.784806001252,-2.95963068105422,3.86041302112905,24.3233391829263,-31.7421317899634,3.49,1.66,94,98.7,4,88.2,2839,6.4,631644,506433,605170,519203,543401,592178,595879,656941,457727,518792,-1.71,"0.493","0.444","0.00","1","0","0","4",3,6,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",0
"KC","2020-09-04",78.1,-1.42,5.98,"Trevor Bauer",592567,545333,"grounded_into_double_play","hit_into_play",NA,NA,NA,NA,13,"Colin Moran grounds into a double play, second baseman Mike Moustakas to shortstop Jose Garcia to first baseman Joey Votto.   Bryan Reynolds out at 2nd.    Colin Moran out at 1st.  ","R","L","R","CIN","PIT","X","4","ground_ball",0,1,2020,0.6,-1.7,-0.84,2.45,NA,624428,668804,1,1,"Top",133.59,154.86,NA,NA,571466,NA,"null",0.12752370005269,-113.529146562491,2.49521362798725,5.13663653674841,25.0493430417622,-47.1963394123769,3.59,1.7,8,98.2,-19,77.3,1432,6.3,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.42,"0.107","0.096","0.00","1","0","0","2",4,2,"Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard",0
"SL","2020-09-04",85.4,-1.83,5.76,"Yu Darvish",502671,506433,"null","ball",NA,NA,NA,NA,14,"null","R","R","R","CHC","STL","B","null","null",2,2,2020,1.5,0,1.54,1.85,NA,NA,NA,2,1,"Top",NA,NA,NA,NA,605170,NA,"null",4.89344835015803,-124.291888034278,-2.80110964161009,14.6521844912508,25.9998618231867,-32.2785911921419,3.43,1.65,NA,NA,NA,85.6,2987,6.5,631644,506433,605170,519203,543401,592178,595879,656941,457727,518792,-1.83,"null","null","null","null","null","null","null",3,5,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",NA
"FC","2020-09-04",85.3,-1.66,5.63,"Trevor Bauer",592567,545333,"null","foul",NA,NA,NA,NA,12,"null","R","L","R","CIN","PIT","S","null","null",0,0,2020,0.5,0.3,0.96,2.71,NA,624428,668804,1,1,"Top",NA,NA,NA,NA,571466,NA,"null",5.10079309168535,-124.286409649981,-1.17298808931234,4.75862869084849,21.5344806436578,-29.5110596604225,3.59,1.7,NA,NA,NA,86.1,2944,6.4,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.66,"null","null","null","null","null","null","null",4,1,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",NA
"FS","2020-09-04",90.9,-1.47,6,"Yu Darvish",502671,506433,"null","ball",NA,NA,NA,NA,14,"null","R","R","R","CHC","STL","B","null","null",1,2,2020,-0.9,1.1,0.16,0.64,NA,NA,NA,2,1,"Top",NA,NA,NA,NA,605170,NA,"null",6.05694696900047,-131.984513398717,-9.84756986884638,-12.0160231066006,25.322995686674,-17.9860197674579,3.44,1.69,NA,NA,NA,91.5,1842,6.6,631644,506433,605170,519203,543401,592178,595879,656941,457727,518792,-1.47,"null","null","null","null","null","null","null",3,4,"Split-Finger",0,0,0,0,0,0,0,0,"Standard","Standard",NA
"FF","2020-09-04",96.7,-1.64,5.9,"Yu Darvish",502671,506433,"null","ball",NA,NA,NA,NA,12,"null","R","R","R","CHC","STL","B","null","null",0,2,2020,-0.8,1.5,1.1,2.7,NA,NA,NA,2,1,"Top",NA,NA,NA,NA,605170,NA,"null",9.03150308628838,-140.400115652295,-6.34484897801966,-12.1315567244346,31.7692005440148,-11.2084399850751,3.37,1.66,NA,NA,NA,96.8,2565,6.5,631644,506433,605170,519203,543401,592178,595879,656941,457727,518792,-1.64,"null","null","null","null","null","null","null",3,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",NA
"FC","2020-09-04",84.4,-1.71,5.68,"Trevor Bauer",668804,545333,"single","hit_into_play_no_out",NA,NA,NA,NA,5,"Bryan Reynolds singles on a sharp line drive to right fielder Nick Castellanos.   Adam Frazier to 2nd.  ","R","L","R","CIN","PIT","X","9","line_drive",0,0,2020,0.5,-0.2,0.12,2.31,NA,NA,624428,1,1,"Top",184.5,94.51,NA,NA,571466,NA,"null",3.32288684920009,-122.984582564495,-1.19720924571503,4.14314150906889,23.0818653948004,-33.7918949754948,3.13,1.56,232,106.9,13,84.7,2904,6.3,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.71,"0.786","0.707","0.90","1","1","0","5",3,1,"Cutter",0,0,0,0,0,0,0,0,"Strategic","Standard",0
"FF","2020-09-04",96.1,-1.64,5.89,"Yu Darvish",502671,506433,"null","foul_tip",NA,NA,NA,NA,5,"null","R","R","R","CHC","STL","S","null","null",0,1,2020,-0.6,1.4,0.18,2.88,NA,NA,NA,2,1,"Top",NA,NA,NA,NA,605170,NA,"null",6.23993781232287,-139.743530822221,-5.63436487477129,-9.55957371534507,30.7386479619068,-12.4081276686898,3.49,1.66,NA,NA,NA,96.4,2511,6.4,631644,506433,605170,519203,543401,592178,595879,656941,457727,518792,-1.64,"null","null","null","null","null","null","null",3,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",NA
"FF","2020-09-04",92.1,-1.59,5.59,"Trevor Bauer",624428,545333,"walk","ball",NA,NA,NA,NA,14,"Adam Frazier walks.  ","R","L","R","CIN","PIT","B","null","null",3,1,2020,-0.9,1.6,1.35,1.11,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,571466,NA,"null",9.31185731421353,-133.454502996378,-8.87339718826871,-12.3211572685891,31.1848289155766,-11.5483312905201,2.96,1.4,NA,NA,NA,91.8,2825,6.5,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.59,"null","null","0.70","1","0","0","null",2,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",NA
"CU","2020-09-04",73.7,-1.35,5.98,"Yu Darvish",502671,506433,"null","called_strike",NA,NA,NA,NA,8,"null","R","R","R","CHC","STL","S","null","null",0,0,2020,0.9,-1.1,-0.13,2.2,NA,NA,NA,2,1,"Top",NA,NA,NA,NA,605170,NA,"null",0.921415531669419,-107.242621628974,1.62645189737513,6.67195713099804,20.0212492632988,-41.3395390132934,3.49,1.64,NA,NA,NA,73.6,2477,6.4,631644,506433,605170,519203,543401,592178,595879,656941,457727,518792,-1.35,"null","null","null","null","null","null","null",3,1,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",NA
"FF","2020-09-04",91.6,-1.61,5.71,"Trevor Bauer",624428,545333,"null","called_strike",NA,NA,NA,NA,3,"null","R","L","R","CIN","PIT","S","null","null",3,0,2020,-0.9,1.7,0.32,2.91,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,571466,NA,"null",6.88770084350298,-133.051559769128,-4.79070588609295,-12.5792180307807,31.5412681244103,-11.2238777235894,2.91,1.4,NA,NA,NA,91.3,2777,6.4,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.61,"null","null","null","null","null","null","null",2,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",NA
"SI","2020-09-04",96,-1.73,5.84,"Yu Darvish",669242,506433,"strikeout","called_strike",NA,NA,NA,NA,6,"Tommy Edman called out on strikes.  ","R","L","R","CHC","STL","S","2","null",2,2,2020,-0.9,1.3,0.34,2.18,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,605170,NA,"null",7.43058369621252,-139.462540091051,-7.03065492680484,-12.8950225176255,31.6374933508165,-13.7745023407665,2.97,1.4,NA,NA,NA,96,2541,6.4,631644,506433,605170,519203,543401,592178,595879,656941,457727,518792,-1.73,"null","null","0.00","1","0","0","null",2,5,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",NA
"FF","2020-09-04",91.8,-1.75,5.67,"Trevor Bauer",624428,545333,"null","ball",NA,NA,NA,NA,11,"null","R","L","R","CIN","PIT","B","null","null",2,0,2020,-1,1.7,-1.28,4.18,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,571466,NA,"null",3.33092267140356,-133.635833818239,-1.46173832499475,-12.4752365460495,33.057468932222,-12.3034202233159,2.94,1.4,NA,NA,NA,91.4,2797,6.4,631602,545333,571466,458015,519058,553993,676480,673451,571718,592206,-1.75,"null","null","null","null","null","null","null",2,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",NA
